entry_date,exit_date,entry,exit,qty,reason,pnl,symbol,strategy
2022-01-10,2022-01-24,17913.3,17446.23,21,Stop loss,-10551.09,NIFTY 50,ema_crossover
2022-04-04,2022-04-18,17809.1,17224.94,16,Stop loss,-9907.07,NIFTY 50,ema_crossover
2022-07-26,2022-08-04,16632.9,17427.31,24,Target,18248.5,NIFTY 50,ema_crossover
2022-10-19,2022-11-24,17568.15,18512.03,21,Target,19063.88,NIFTY 50,ema_crossover
2023-04-26,2023-05-11,17767.3,18378.04,33,Target,18961.72,NIFTY 50,ema_crossover
2023-11-21,2023-12-04,19770.9,20389.65,33,Target,19093.47,NIFTY 50,ema_crossover
2025-04-22,2025-06-27,24185.4,25573.44,15,Target,20074.18,NIFTY 50,ema_crossover
2025-09-15,2025-09-26,25118.9,24761.27,30,Stop loss,-12225.35,NIFTY 50,ema_crossover
2026-07-03,2026-07-08,24375.65,23879.02,21,Stop loss,-11442.64,NIFTY 50,ema_crossover
2022-01-14,2022-01-24,38301.91,37040.05,7,Stop loss,-9360.42,BANK NIFTY,ema_crossover
2022-04-08,2022-04-19,37619.26,35976.01,6,Stop loss,-10301.08,BANK NIFTY,ema_crossover
2022-07-21,2022-08-08,36026.13,38233.67,8,Target,17066.27,BANK NIFTY,ema_crossover
2023-04-19,2023-05-29,42280.1,44401.24,9,Target,18310.07,BANK NIFTY,ema_crossover
2023-09-08,2023-10-04,44953.65,44037.96,11,Stop loss,-11051.44,BANK NIFTY,ema_crossover
2023-12-05,2024-01-18,46895.9,45829.85,9,Stop loss,-10428.98,BANK NIFTY,ema_crossover
2024-02-22,2024-04-30,46934.55,49857.65,6,Target,16957.87,BANK NIFTY,ema_crossover
2024-08-26,2024-09-20,51100.65,53565.41,8,Target,18880.73,BANK NIFTY,ema_crossover
2024-10-30,2024-11-01,51988.7,51550.15,6,Exit signal,-3252.54,BANK NIFTY,ema_crossover
2024-11-06,2024-11-13,52440.4,50978.93,7,Stop loss,-10954.23,BANK NIFTY,ema_crossover
2024-12-03,2024-12-20,52357.95,50909.32,7,Stop loss,-10863.26,BANK NIFTY,ema_crossover
2025-03-27,2025-04-07,51084.7,49806.95,7,Stop loss,-9650.47,BANK NIFTY,ema_crossover
2025-10-09,2025-10-20,55979.0,57877.53,10,Target,17846.76,BANK NIFTY,ema_crossover
2026-06-18,2026-07-15,57596.45,57691.6,6,End of backtest,-120.81,BANK NIFTY,ema_crossover
2022-01-14,2022-01-24,1148.15,1102.47,218,Stop loss,-10448.95,RELIANCE,ema_crossover
2022-03-23,2022-04-21,1142.71,1258.96,170,Target,19354.32,RELIANCE,ema_crossover
2022-08-12,2022-09-23,1173.19,1129.17,201,Exit signal,-9310.77,RELIANCE,ema_crossover
2022-11-07,2023-01-05,1177.34,1146.67,216,Exit signal,-7127.11,RELIANCE,ema_crossover
2023-05-03,2023-07-03,1111.0,1178.11,295,Target,19123.21,RELIANCE,ema_crossover
2023-11-30,2023-12-15,1183.08,1234.92,390,Target,19273.08,RELIANCE,ema_crossover
2024-05-27,2024-05-30,1462.59,1412.52,205,Stop loss,-10852.27,RELIANCE,ema_crossover
2024-06-10,2024-08-09,1452.43,1442.6,140,Exit signal,-1781.68,RELIANCE,ema_crossover
2024-08-30,2024-09-06,1520.87,1472.93,212,Stop loss,-10797.78,RELIANCE,ema_crossover
2025-03-26,2025-04-02,1279.95,1235.21,225,Stop loss,-10631.31,RELIANCE,ema_crossover
2025-04-23,2025-04-30,1285.9,1399.66,175,Target,19439.66,RELIANCE,ema_crossover
2025-10-23,2025-11-26,1468.21,1554.19,236,Target,19577.47,RELIANCE,ema_crossover
2026-05-07,2026-05-12,1432.18,1370.14,166,Stop loss,-10763.74,RELIANCE,ema_crossover
2022-04-04,2022-04-18,3280.07,3166.93,88,Stop loss,-10523.06,TCS,ema_crossover
2022-08-12,2022-08-23,3009.01,2898.91,89,Stop loss,-10325.07,TCS,ema_crossover
2022-11-03,2022-12-01,2848.31,3035.75,104,Target,18881.41,TCS,ema_crossover
2023-05-25,2023-06-16,2972.57,2887.2,116,Stop loss,-10582.53,TCS,ema_crossover
2023-06-22,2023-06-26,2963.77,2885.73,126,Stop loss,-10570.06,TCS,ema_crossover
2023-07-03,2023-07-14,3013.13,3179.0,117,Target,18682.75,TCS,ema_crossover
2023-11-24,2023-12-12,3193.23,3378.31,107,Target,19100.15,TCS,ema_crossover
2024-07-02,2024-07-18,3701.7,3957.62,79,Target,19613.03,TCS,ema_crossover
2024-12-02,2024-12-31,3976.77,3811.15,62,Stop loss,-10751.14,TCS,ema_crossover
2025-11-19,2025-12-18,2984.65,3165.63,113,Target,19755.82,TCS,ema_crossover
2022-03-15,2022-04-11,1659.28,1575.51,119,Stop loss,-10352.99,INFY,ema_crossover
2022-08-04,2022-08-25,1409.7,1345.27,153,Stop loss,-10278.1,INFY,ema_crossover
2022-10-28,2022-11-25,1369.89,1472.71,190,Target,18995.57,INFY,ema_crossover
2023-02-02,2023-02-28,1393.23,1342.15,195,Stop loss,-10493.61,INFY,ema_crossover
2023-07-07,2023-07-14,1213.63,1280.46,295,Target,18978.45,INFY,ema_crossover
2023-11-22,2023-12-15,1323.52,1407.29,240,Target,19448.62,INFY,ema_crossover
2024-06-18,2024-07-02,1407.15,1512.18,195,Target,19910.68,INFY,ema_crossover
2024-11-26,2025-01-17,1811.01,1729.32,128,Stop loss,-10909.14,INFY,ema_crossover
2025-06-12,2025-07-23,1558.89,1498.42,171,Stop loss,-10862.7,INFY,ema_crossover
2025-10-30,2025-11-07,1475.08,1421.28,190,Stop loss,-10772.45,INFY,ema_crossover
2022-04-05,2022-04-06,779.85,731.2,205,Stop loss,-10282.27,HDFCBANK,ema_crossover
2022-07-13,2022-07-19,657.94,632.85,410,Exit signal,-10814.9,HDFCBANK,ema_crossover
2022-07-25,2022-08-16,660.31,706.11,427,Target,18973.73,HDFCBANK,ema_crossover
2022-10-31,2022-11-11,696.76,748.4,386,Target,19378.63,HDFCBANK,ema_crossover
2023-04-11,2023-06-07,785.27,767.68,421,Exit signal,-8059.24,HDFCBANK,ema_crossover
2023-06-28,2023-08-03,799.54,777.86,465,Stop loss,-10814.06,HDFCBANK,ema_crossover
2023-12-06,2024-01-17,784.44,763.1,467,Stop loss,-10687.72,HDFCBANK,ema_crossover
2024-04-10,2024-04-15,742.04,719.71,442,Stop loss,-10516.4,HDFCBANK,ema_crossover
2024-05-27,2024-06-04,739.29,714.15,388,Stop loss,-10319.13,HDFCBANK,ema_crossover
2025-03-21,2025-04-15,851.98,902.86,380,Target,18668.54,HDFCBANK,ema_crossover
2025-10-17,2026-01-06,977.78,950.73,364,Stop loss,-10547.63,HDFCBANK,ema_crossover
2026-06-30,2026-07-15,806.1,815.5,338,End of backtest,2629.11,HDFCBANK,ema_crossover
2022-01-05,2022-02-22,749.83,716.04,295,Stop loss,-10398.65,ICICIBANK,ema_crossover
2022-04-19,2022-05-04,738.96,704.89,290,Stop loss,-10300.57,ICICIBANK,ema_crossover
2022-06-07,2022-06-13,718.78,688.35,321,Stop loss,-10222.34,ICICIBANK,ema_crossover
2022-07-12,2022-08-03,742.4,801.44,328,Target,18855.82,ICICIBANK,ema_crossover
2023-04-12,2023-05-16,862.11,927.05,304,Target,19198.5,ICICIBANK,ema_crossover
2023-12-06,2024-01-02,997.65,966.56,323,Stop loss,-10676.36,ICICIBANK,ema_crossover
2025-03-21,2025-04-07,1305.92,1263.76,236,Stop loss,-10558.08,ICICIBANK,ema_crossover
2026-01-09,2026-01-19,1427.1,1387.96,251,Stop loss,-10530.5,ICICIBANK,ema_crossover
2026-02-05,2026-03-02,1414.0,1359.47,178,Stop loss,-10199.87,ICICIBANK,ema_crossover
2026-06-18,2026-07-07,1333.6,1431.94,196,Target,18731.74,ICICIBANK,ema_crossover
2022-01-11,2022-02-24,460.12,438.26,457,Stop loss,-10398.91,SBIN,ema_crossover
2022-04-06,2022-05-02,463.78,440.51,425,Stop loss,-10273.82,SBIN,ema_crossover
2022-07-11,2022-07-27,450.58,485.7,557,Target,19043.73,SBIN,ema_crossover
2023-04-28,2023-07-10,527.5,567.21,502,Target,19387.57,SBIN,ema_crossover
2023-09-14,2023-10-13,566.78,548.66,561,Stop loss,-10791.18,SBIN,ema_crossover
2023-12-07,2023-12-15,577.72,612.89,572,Target,19437.54,SBIN,ema_crossover
2024-11-04,2024-11-21,792.23,757.25,293,Stop loss,-10700.89,SBIN,ema_crossover
2025-04-03,2025-04-07,741.48,713.18,358,Stop loss,-10650.25,SBIN,ema_crossover
2026-04-27,2026-05-05,1091.28,1037.2,185,Stop loss,-10399.11,SBIN,ema_crossover
2026-05-07,2026-05-08,1086.42,1036.83,200,Stop loss,-10342.62,SBIN,ema_crossover
2026-06-26,2026-07-15,1045.4,1023.2,267,End of backtest,-6479.72,SBIN,ema_crossover
2022-01-10,2022-01-17,193.7,216.44,879,Target,19624.67,NIFTYBEES,ema_crossover
2022-04-04,2022-05-02,190.5,178.25,832,Stop loss,-10496.26,NIFTYBEES,ema_crossover
2022-07-26,2022-08-02,176.1,192.32,1244,Target,19723.6,NIFTYBEES,ema_crossover
2023-04-27,2023-05-19,195.2,204.39,2237,Target,19674.44,NIFTYBEES,ema_crossover
2023-11-20,2023-12-15,218.99,236.8,1177,Target,20425.4,NIFTYBEES,ema_crossover
2025-04-22,2025-08-12,270.11,277.89,1015,Exit signal,7340.51,NIFTYBEES,ema_crossover
2025-08-20,2025-08-25,282.48,276.56,1816,Stop loss,-11773.22,NIFTYBEES,ema_crossover
2025-09-11,2025-09-19,281.9,293.81,1788,Target,20259.65,NIFTYBEES,ema_crossover
2026-06-29,2026-07-15,274.39,273.83,1839,End of backtest,-2038.07,NIFTYBEES,ema_crossover
2022-01-04,2022-01-24,17681.4,17575.15,20,Exit signal,-2830.13,NIFTY 50,supertrend_ema
2022-09-13,2022-09-16,18044.45,17643.6,24,Stop loss,-10476.79,NIFTY 50,supertrend_ema
2022-10-25,2022-11-30,17808.3,18687.42,22,Target,18537.81,NIFTY 50,supertrend_ema
2023-04-10,2023-05-11,17634.9,18373.11,27,Target,18959.43,NIFTY 50,supertrend_ema
2023-09-08,2023-09-25,19774.8,19678.2,35,Exit signal,-4761.91,NIFTY 50,supertrend_ema
2023-11-16,2023-12-04,19674.7,20328.18,31,Target,19017.88,NIFTY 50,supertrend_ema
2024-02-20,2024-03-20,22099.2,21843.9,21,Exit signal,-6284.08,NIFTY 50,supertrend_ema
2024-04-09,2024-04-15,22765.1,22330.23,23,Stop loss,-11039.22,NIFTY 50,supertrend_ema
2024-05-24,2024-05-30,22930.75,22467.13,22,Stop loss,-11198.33,NIFTY 50,supertrend_ema
2024-06-26,2024-07-29,23723.1,24886.67,17,Target,18954.34,NIFTY 50,supertrend_ema
2024-08-27,2024-09-23,25024.8,25918.13,23,Target,19374.97,NIFTY 50,supertrend_ema
2025-02-05,2025-02-11,23801.75,23271.71,19,Stop loss,-10965.12,NIFTY 50,supertrend_ema
2025-04-16,2025-05-12,23344.1,24728.33,14,Target,18706.15,NIFTY 50,supertrend_ema
2025-09-15,2025-09-26,25118.9,24818.55,29,Exit signal,-10158.32,NIFTY 50,supertrend_ema
2025-10-10,2025-10-20,25167.65,25885.43,29,Target,19335.05,NIFTY 50,supertrend_ema
2026-02-05,2026-03-02,25755.9,25104.4,16,Stop loss,-11237.81,NIFTY 50,supertrend_ema
2026-06-18,2026-07-15,24073.8,24082.1,19,End of backtest,-757.28,NIFTY 50,supertrend_ema
2022-01-06,2022-02-24,37242.12,35830.65,7,Stop loss,-10391.75,BANK NIFTY,supertrend_ema
2022-05-31,2022-06-13,35614.89,34164.77,6,Stop loss,-9119.35,BANK NIFTY,supertrend_ema
2022-07-08,2022-07-29,35258.49,37586.53,8,Target,18041.57,BANK NIFTY,supertrend_ema
2022-10-19,2022-12-01,40556.18,43416.93,6,Target,16660.67,BANK NIFTY,supertrend_ema
2023-04-12,2023-05-04,41426.0,43539.06,9,Target,18252.82,BANK NIFTY,supertrend_ema
2023-09-11,2023-09-22,45340.8,44707.35,11,Exit signal,-7958.47,BANK NIFTY,supertrend_ema
2023-11-16,2023-11-22,44251.7,43369.25,11,Stop loss,-10670.77,BANK NIFTY,supertrend_ema
2024-03-04,2024-03-20,47318.5,45925.3,7,Stop loss,-10405.12,BANK NIFTY,supertrend_ema
2024-04-30,2024-05-08,49477.1,48189.41,7,Stop loss,-9697.53,BANK NIFTY,supertrend_ema
2024-06-04,2024-06-04,50667.05,48609.14,4,Stop loss,-8628.76,BANK NIFTY,supertrend_ema
2024-06-26,2024-07-24,52653.2,50905.25,5,Stop loss,-9257.55,BANK NIFTY,supertrend_ema
2024-09-16,2024-09-23,52038.7,54165.57,9,Target,18186.01,BANK NIFTY,supertrend_ema
2024-12-04,2024-12-19,52775.0,51329.57,6,Stop loss,-9297.22,BANK NIFTY,supertrend_ema
2025-02-06,2025-02-12,50468.35,49093.37,7,Stop loss,-10321.79,BANK NIFTY,supertrend_ema
2025-03-20,2025-04-15,49947.6,52198.1,8,Target,17186.84,BANK NIFTY,supertrend_ema
2025-09-18,2025-09-25,55797.1,54923.49,11,Stop loss,-10827.61,BANK NIFTY,supertrend_ema
2025-10-07,2025-10-20,56126.4,58033.18,10,Target,17926.18,BANK NIFTY,supertrend_ema
2026-02-05,2026-03-04,60315.35,58652.73,6,Stop loss,-10689.51,BANK NIFTY,supertrend_ema
2026-06-15,2026-07-15,57679.65,57691.6,5,End of backtest,-517.09,BANK NIFTY,supertrend_ema
2022-01-13,2022-01-24,1141.92,1095.61,215,Stop loss,-10436.86,RELIANCE,supertrend_ema
2022-03-15,2022-04-20,1099.66,1218.47,166,Target,19336.72,RELIANCE,supertrend_ema
2022-05-31,2022-06-21,1196.34,1159.47,146,Exit signal,-5726.62,RELIANCE,supertrend_ema
2022-08-03,2022-09-19,1177.59,1135.63,191,Exit signal,-8456.37,RELIANCE,supertrend_ema
2022-10-21,2022-11-28,1139.49,1233.83,210,Target,19313.1,RELIANCE,supertrend_ema
2024-05-24,2024-05-30,1465.95,1415.58,201,Stop loss,-10702.4,RELIANCE,supertrend_ema
2024-07-01,2024-07-23,1543.91,1483.11,154,Exit signal,-9828.13,RELIANCE,supertrend_ema
2025-01-20,2025-01-23,1304.73,1255.36,201,Stop loss,-10438.47,RELIANCE,supertrend_ema
2025-03-10,2025-04-04,1234.34,1183.65,193,Stop loss,-10250.25,RELIANCE,supertrend_ema
2025-04-16,2025-04-28,1223.53,1335.3,174,Target,19002.21,RELIANCE,supertrend_ema
2025-10-20,2025-11-12,1433.37,1516.17,239,Target,19082.65,RELIANCE,supertrend_ema
2026-04-30,2026-05-13,1402.52,1355.13,150,Exit signal,-7520.79,RELIANCE,supertrend_ema
2022-03-24,2022-04-18,3226.01,3090.13,73,Stop loss,-10380.19,TCS,supertrend_ema
2022-07-29,2022-08-26,2895.48,2846.46,78,Exit signal,-4271.45,TCS,supertrend_ema
2022-10-21,2022-11-25,2786.32,2998.91,92,Target,19025.39,TCS,supertrend_ema
2023-01-17,2023-02-28,3005.06,3003.7,90,Exit signal,-662.63,TCS,supertrend_ema
2023-05-10,2023-06-16,2968.96,2881.69,115,Stop loss,-10708.13,TCS,supertrend_ema
2023-07-06,2023-07-14,3006.09,3161.12,128,Target,19054.5,TCS,supertrend_ema
2023-11-17,2023-12-15,3196.52,3387.93,105,Target,19407.07,TCS,supertrend_ema
2024-06-28,2024-07-12,3631.44,3880.8,82,Target,19831.66,TCS,supertrend_ema
2024-08-19,2024-09-20,4107.38,4010.66,63,Exit signal,-6604.45,TCS,supertrend_ema
2024-11-12,2024-11-18,3926.48,3778.51,70,Stop loss,-10896.83,TCS,supertrend_ema
2026-06-03,2026-06-03,2379.95,2236.81,72,Stop loss,-10638.35,TCS,supertrend_ema
2022-03-11,2022-04-12,1593.95,1544.3,127,Exit signal,-6703.6,INFY,supertrend_ema
2022-07-11,2022-07-14,1327.56,1265.0,158,Stop loss,-10293.9,INFY,supertrend_ema
2022-10-18,2022-11-24,1340.88,1461.86,162,Target,19145.97,INFY,supertrend_ema
2023-01-19,2023-02-28,1382.37,1360.56,199,Exit signal,-4886.91,INFY,supertrend_ema
2023-09-04,2023-09-29,1312.79,1302.88,266,Exit signal,-3333.58,INFY,supertrend_ema
2023-11-17,2023-12-15,1327.99,1415.84,226,Target,19233.13,INFY,supertrend_ema
2024-06-07,2024-07-02,1392.11,1511.23,170,Target,19756.53,INFY,supertrend_ema
2024-08-28,2024-10-21,1792.45,1728.27,160,Stop loss,-10832.66,INFY,supertrend_ema
2024-11-13,2025-01-20,1769.32,1733.05,142,Exit signal,-5647.48,INFY,supertrend_ema
2025-05-13,2025-07-28,1529.65,1459.49,125,Exit signal,-9143.62,INFY,supertrend_ema
2025-08-26,2025-09-04,1468.26,1411.21,176,Stop loss,-10548.77,INFY,supertrend_ema
2025-09-19,2025-09-22,1489.09,1431.41,172,Stop loss,-10422.83,INFY,supertrend_ema
2025-10-24,2025-11-07,1484.17,1425.07,166,Stop loss,-10294.28,INFY,supertrend_ema
2022-01-05,2022-01-24,719.07,692.3,373,Stop loss,-10510.05,HDFCBANK,supertrend_ema
2022-03-21,2022-03-28,695.77,656.66,253,Stop loss,-10235.51,HDFCBANK,supertrend_ema
2022-05-30,2022-06-10,667.53,636.41,314,Stop loss,-10179.75,HDFCBANK,supertrend_ema
2022-07-08,2022-07-13,667.41,643.17,399,Stop loss,-10195.06,HDFCBANK,supertrend_ema
2022-09-14,2022-09-23,707.19,684.13,415,Stop loss,-10147.92,HDFCBANK,supertrend_ema
2022-11-01,2022-11-11,711.67,763.99,362,Target,18408.51,HDFCBANK,supertrend_ema
2023-01-24,2023-01-27,792.87,766.62,368,Stop loss,-10230.98,HDFCBANK,supertrend_ema
2023-04-06,2023-05-08,780.32,773.91,377,Exit signal,-3003.94,HDFCBANK,supertrend_ema
2023-06-28,2023-07-12,799.54,792.53,440,Exit signal,-3786.63,HDFCBANK,supertrend_ema
2023-09-12,2023-09-20,785.18,765.27,477,Stop loss,-10233.8,HDFCBANK,supertrend_ema
2023-11-30,2023-12-08,751.26,788.6,503,Target,18009.57,HDFCBANK,supertrend_ema
2024-04-03,2024-05-10,704.79,698.35,428,Exit signal,-3356.56,HDFCBANK,supertrend_ema
2024-05-27,2024-06-04,739.29,714.15,379,Stop loss,-10079.77,HDFCBANK,supertrend_ema
2024-06-18,2024-07-02,774.98,833.49,322,Target,18320.49,HDFCBANK,supertrend_ema
2024-09-20,2024-10-04,833.03,812.64,453,Exit signal,-9978.92,HDFCBANK,supertrend_ema
2024-10-22,2024-12-04,839.6,902.04,305,Target,18511.76,HDFCBANK,supertrend_ema
